Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8
207981.5625,302194.15625,312460.9375,277845.6875,682285.3125,219841.75,209828.4375,216095.15625,-0.209716796875
208253.359375,302967.53125,313468.75,278128.9375,683155.0625,219916.046875,210044.0,216410.140625,-0.209228515625
208165.65625,303133.21875,313343.5625,277956.125,683211.3125,219873.765625,209972.203125,216257.609375,-0.210205078125
207851.65625,302472.40625,312270.15625,277571.40625,682305.25,219777.734375,209717.578125,215851.875,-0.21240234375
207736.046875,301891.875,311742.9375,277504.34375,681801.625,219755.5625,209626.828125,215751.828125,-0.213134765625
207976.90625,302185.9375,312461.21875,277838.09375,682241.5,219833.796875,209817.265625,216082.015625,-0.213623046875
208250.046875,302960.75,313474.375,278124.125,683097.5,219910.15625,210036.40625,216402.625,-0.212890625
208170.484375,303138.65625,313369.25,277961.65625,683177.875,219873.765625,209976.671875,216266.90625,-0.213623046875
207853.625,302481.25,312295.5625,277576.40625,682268.5,219773.625,209717.578125,215861.171875,-0.215576171875
207738.109375,301905.75,311757.0625,277505.0625,681777.5,219749.75,209618.96875,215753.265625,-0.21533203125
207978.4375,302187.8125,312465.40625,277839.0,682213.8125,219829.953125,209812.4375,216084.25,-0.217529296875
208257.46875,302966.28125,313489.75,278133.3125,683073.1875,219913.375,210040.515625,216416.3125,-0.219482421875
208179.78125,303149.5625,313391.5,277969.875,683197.4375,219878.5,209980.4375,216281.484375,-0.219482421875
207857.46875,302483.125,312310.375,277577.375,682295.875,219778.546875,209719.984375,215870.125,-0.219970703125
207740.078125,301899.3125,311761.78125,277501.03125,681807.125,219754.5,209621.90625,215757.5625,-0.21923828125
207982.546875,302182.90625,312467.375,277837.84375,682256.4375,219840.234375,209821.921875,216090.234375,-0.21923828125
208255.328125,302953.15625,313485.1875,278131.96875,683136.0625,219917.84375,210046.328125,216414.609375,-0.21630859375
208177.265625,303145.90625,313395.96875,277973.09375,683238.875,219879.65625,209984.71875,216277.8125,-0.214599609375
207849.234375,302482.25,312314.9375,277581.5,682347.625,219778.1875,209721.875,215864.75,-0.212890625
207728.890625,301889.28125,311754.53125,277504.25,681830.0,219755.484375,209622.0,215746.109375,-0.213134765625
